date,text,verdict
March 14 2012,"Obama's secretary of energy, Dr. Steven Chu, ""has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.""",1
March 2 2012,Sixteen million jobs were created under Ronald Reagan's presidency.,0
February 29 2012,"Says that Rick Santorum ""voted for the unions over FedEx.""",2
February 29 2012,"""The biggest contribution"" behind a decrease in U.S. unemployment ""was 1.2 million people leaving the workforce"" ",4
February 24 2012,"One estimate says there may be ""three times as much oil in the United States as there is in Saudi Arabia.""",3
February 24 2012,"""You can’t put a gun rack in a [Chevrolet] Volt."" ",4
February 20 2012,"Says he was ""exonerated in every single case"" in 1990s ethics violations charges.",5
February 12 2012,"Says a federal judge in San Antonio ""issued a ruling that … not only could the students not pray at their graduation, if they used the word ‘benediction,’ the word ‘invocation,’ the word ‘God,’ asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.""",2
February 7 2012,"Says President Barack Obama ""has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.""",4
February 1 2012,"""Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.""",3
January 31 2012,"In 1992, Mitt Romney ""gave money to Democrats for Congress.""",0
January 31 2012,"""The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance."" ",3
January 30 2012,"Students today ""take more years to get through"" college.",3
January 27 2012,"""We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.""",1
January 24 2012,There are 86 languages spoken at Miami Dade College.,0
January 23 2012,"Newt Gingrich says electric co-ops and credit unions are ""government-sponsored enterprises"" like Freddie Mac.",5
January 23 2012,"""When I was speaker, we had four consecutive balanced budgets.""",4
January 20 2012,"Says Mitt Romney ""put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.""",2
January 19 2012,"""Romney signed government-mandated health care with taxpayer-funded abortions.""",3
January 17 2012,"""More people have been put on food stamps by Barack Obama than any president in American history.""",2
January 13 2012,"Says Mitt Romney ""runs away from Ronald Reagan.""",3
January 8 2012,"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but ""didn’t know"" why it was cited.",1
December 21 2011,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’""",5
December 20 2011,"In a watershed 1958 decision, ""the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.""",3
December 19 2011,"Says Freddie Mac, electric co-ops and credit unions are all ""government sponsored"" enterprises.",5
December 16 2011,"""I never lobbied under any circumstance"" for Freddie Mac.",2
December 16 2011,"""I balanced the budget for four straight years, paid off $405 billion in debt.""",4
December 14 2011,"""The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.""",4
December 12 2011,"In New York City, ""an entry level janitor gets paid twice as much as an entry level teacher.""",4
December 9 2011,"Says IBM leader told Obama that using IBM technology to cut fraud could ""pay for"" health care reform.",2
December 7 2011,"Says the congressional ethics investigation against him was conducted by ""a very partisan political committee"" in a way that ""related more to the politics of the Democratic Party than to ethics.""",5
December 7 2011,"""I never favored cap and trade.""",4
December 6 2011,"""The only reason the unemployment rate is going down is because … twice as many people dropped out of the employment pool as the number of jobs were created.""",3
December 6 2011,"President Barack Obama ""has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.""",3
December 1 2011,"People can use food stamps ""for anything,"" including ""to go to Hawaii,"" and even millionaires can qualify.",5
November 28 2011,"In Chile ""they have 72 percent of the GDP in savings.""",2
November 21 2011,"""Community banks … are being destroyed by Dodd-Frank.""",4
November 14 2011,"""By 2014, there will be one administrator for every teacher on college campuses in the United States.""",2
November 9 2011,"Under President Barack Obama, ""more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago.""",2
October 28 2011,"Former Alaska Governor Sarah Palin was right that President Barack Obama’s health care bill created what ""would, in effect, be death panels.""",5
September 12 2011,"Ben Bernanke has been the most ""inflationary"" chairman in the history of the Federal Reserve.",3
August 29 2011,"""We spend less on defense today as % of GDP than at any time since Pearl Harbor.""",5
August 9 2011,Says his Twitter account has 1.3 million followers.,3
July 21 2011,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,4
July 8 2011,"Newt Gingrich’s presidential campaign has ""exactly the same"" challenges as Ronald Reagan’s successful 1980 bid.",3
June 29 2011,"""On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagan’s staff quit.""",1
June 24 2011,"Every 10th dollar spent by the Social Security Administration on its program for the poor is ""waste, or fraud, they can’t validate that the people should have gotten it,"" totaling about $8 billion a year.",1
June 21 2011,"""The right-to-work states are creating a lot more jobs today than the heavily unionized states.""",0
June 15 2011,"""A large number of the uninsured earn $75,000 or more a year.""",2
June 14 2011,"If today's economy was rebounding at the rate of the ""Reagan recovery,"" it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",2
May 18 2011,On supporting the budget proposed by Rep. Paul Ryan,4
May 16 2011,"President Barack Obama deserves to be called ""the most successful food stamp president in American history"" because ""47 million Americans are on food stamps.""",2
May 11 2011,"""For four years, we balanced the budget and paid off $405 billion in debt.""",4
May 11 2011,"During his time as House speaker, ""unemployment came down from 5.6 percent to under 4 (percent).""",4
April 5 2011,"Says ""some [states] with the largest reductions in crime have also lowered their prison population.""",0
March 24 2011,On whether the United States should intervene in Libya.,4
February 16 2011,"The Obama administration ""actually cut out the democracy in Egypt funds inside the State Department.""",2
April 14 2010,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""",4
January 12 2010,"A recent Obama executive order could ""lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.""",5
August 31 2009,"""Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.""",0
August 10 2009,"In every committee when the health care bill was considered, Democrats voted against an amendment that would require members of Congress and their staff to take the government-run public option as their health care plan.",1
June 8 2009,"Inside the stimulus package ""is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.""",5
June 3 2009,On calling Supreme Court nominee Sonia Sotomayor a racist. ,4
May 13 2009,"Democrats in Congress ""had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.""",3
April 28 2009,On torture.,2
