date,text,verdict
October 11 2011,"Says he ""came to the Republican Party sooner in age"" than Ronald Reagan.",0
October 10 2011,"Coca-Cola’s CEO ""said he finds it easier to do work in China than in the United States.""",2
October 4 2011,"""My home state since June of 2009 created 40 percent of the new jobs in America.""",1
September 30 2011,Says the private sector in Texas created 1 million jobs over the past decade.,2
September 28 2011,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,0
September 23 2011,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,3
September 23 2011,"Says he ""got lobbied"" by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.",4
September 23 2011,"Says he never said he wanted to move Social Security ""back to the states.""",3
September 23 2011,"""The federal government has not engaged in (border security) at all.""",5
September 22 2011,"Says Mitt Romney wrote that if Social Security was done ""in the private sector, it would be called criminal.""",3
September 21 2011,Says he did not support the October 2008 legislation to rescue Wall Street firms.,2
September 12 2011,"""The first round of stimulus ... it created zero jobs.""",5
September 12 2011,"Social Security is a ""Ponzi scheme.""",4
September 11 2011,"""When you look at what we have done over the last decade, we created 1 million jobs in the state of Texas. At the same time, (the rest of) America lost 2.5 million.""",2
September 8 2011,"""Michael Dukakis created jobs three times faster"" than Mitt Romney.",2
September 6 2011,"""I became a Republican sooner in my life than"" Ronald Reagan did in his.",0
September 2 2011,"Says that when President Obama visited El Paso, he ""pronounced that the border with Mexico and the United States was safer than it ever was in history.""",1
September 1 2011,Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,5
August 30 2011,"Says the national debt and President Barack Obama's ""refusal to control spending led to our nation's credit rating being downgraded for the first time in history.""",2
August 27 2011,"Says his hometown of Paint Creek, Texas, ""doesn’t even have a ZIP code.""",3
August 25 2011,"Says Texas gained 21,000 doctors due to tort reform.",4
August 22 2011,"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. … (It is) more and more being put into question.""",4
August 19 2011,"""In Texas, we teach both creationism and evolution in our public schools.""",4
August 16 2011,Says the government wants to require farm tractor drivers to hold commercial driver’s licenses even if they’re just crossing a single public road.,4
August 6 2011,"Says Texas has ""the fourth-lowest debt per capita of any state in the nation, and we are the lowest of any of the big states.""",1
July 11 2011,Says legislative debate of airport pat-down procedures initiated federal changes in security procedures.,4
July 1 2011,"Says President Barack Obama’s overturning of the Mexico City Policy means federal tax dollars can be used ""to fund abortion all over the world.""",3
June 30 2011,"Says the 2012-13 state budget ""leaves $6 billion in a rainy day fund.""",2
June 26 2011,"""Since June 2009, about 48 percent of all the jobs created in America were in Texas.""",2
March 22 2011,"Says the state’s budget shortfall is ""not that much different"" than it was in 2003.",4
March 21 2011,"Says a ""rather extraordinary amount of non-classroom employees"" were added by Texas school districts over the last decade.",1
March 18 2011,"Says the state’s rainy day fund is ""our insurance policy against a major natural disaster."" ",3
March 4 2011,"Says neither President Barack Obama nor Mexico President Felipe Calderon ""have been on the border to see what's happening to the citizens of Mexico, and for that matter the citizens of Texas.""",2
March 3 2011,"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",2
February 20 2011,"Says some in Congress are trying ""to create a separate government for those with a drop of Native Hawaiian blood.""",2
February 15 2011,"""Texas added more jobs in 2010 than any other state.""",0
February 1 2011,Says there have been 50 million abortions since Roe v. Wade was decided.,0
January 22 2011,"Says the first word spoken from the moon was ""Houston.""",4
January 19 2011,Says he’s the first Aggie governor of Texas.,0
January 6 2011,"Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.""",5
December 29 2010,"""In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come.",1
December 12 2010,"Says federal health care overhaul will cost Texas state government ""upwards of $30 billion over the next 10 years.""",3
November 18 2010,"""Since the first of the year, 153 businesses at last count had moved out of California to Texas.""",2
November 17 2010,"""The (federal) debt is growing by more than $4 billion a day.""",0
November 14 2010,"""Social Security is indeed a Ponzi scheme.""",4
November 10 2010,"""I had five of my citizens that were killed last week"" because of border security problems.",2
November 8 2010,"Says Washington's reach extends to ""even telling us what kind of light bulb we can use.""",3
November 6 2010,"Says the federal government restricts ""how much salt we can put on our food.""",4
November 1 2010,Says he has a track record of not raising taxes.,4
October 25 2010,"""More Texans have new jobs today than the entire population of Fort Worth.""",0
October 13 2010,"""Houston suffered $1.7 billion in operating losses under Mayor Bill White.""",2
September 23 2010,"""We've created more than 850,000 jobs, more than all the other states combined.""",0
September 21 2010,"Says Bill White ""didn't pay taxes while earning $133,600 annual salary as deputy secretary of energy.""",4
August 22 2010,Says Bill White is refusing to debate.,5
August 9 2010,"Says Bill White ""profiteered in the aftermath of Hurricane Rita.""",4
August 5 2010,"Because of violence spreading from Mexico, ""you’ve got bullets hitting the city hall in El Paso. You’ve got bombs exploding in El Paso.""",2
July 24 2010,On debating.,4
July 22 2010,"""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""",3
July 19 2010,"""We don't get a lot of calls from this White House… I have, frankly, never had a call from them.""",5
June 16 2010,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""",2
June 9 2010,"Says an estimate that Texas will face an $18 billion budget gap is “a number that somebody just reached up in the air and grabbed.""",4
June 8 2010,"""My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, 'Here's how you need to sell cap-and-trade to the American people.' """,5
May 16 2010,"""Bill White used D.C. connections from his job in the Clinton administration to form a company that did business in the Middle East and defaulted on a $60 million loan.""",2
May 14 2010,"""The city of Houston now has more debt per capita than California.""",2
May 8 2010,"“The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.”",2
May 5 2010,"""If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state.""",0
May 5 2010,"Says in 2003 Texas cut ""$10 billion out of the entire budget, yet we put $1.8 billion more into public education. We put $800 million more into health and human services.""",3
May 1 2010,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",4
April 28 2010,"""We've got a 1,000 National Guard troop request that's been in front of this president for over a year and no response.""",2
April 27 2010,"""Everyone in this country has access to health care.""",3
April 22 2010,"Says he said last year there's ""absolutely no reason"" for Texas to secede.",1
April 19 2010,"""We had a press conference here that interestingly no one in the mainstream media covered.""",4
April 5 2010,"""The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.""",5
March 30 2010,"“This week liberal Bill White faced an ethics complaint about more than $83,000 he failed to report to the state Ethics Commission.”",2
March 16 2010,"My ""border security efforts have led to a 60 percent decrease in border crime.""",5
March 7 2010,"Texas is the ""fastest growing state"" with the ""most Fortune 500 companies.""",2
March 5 2010,"""Texas has installed more wind power than any other state, and all but four countries.""",0
March 4 2010,"""Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that they’re going forward with has more than a $5 trillion in debt in it over the next five years.""",0
February 24 2010,"""I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nation’s five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.""",2
February 14 2010,Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,4
February 12 2010,"""We have billions in surplus.""",3
February 10 2010,"Says Sen. Kay Bailey Hutchison ""took 154 private flights all funded by taxpayers"" though ""commercial flights were readily available at a fraction of the cost.""",2
February 6 2010,Says his executive order requiring young girls to be vaccinated against HPV wasn't mandatory.,3
February 3 2010,"""We cut property taxes by one-third.""",3
January 27 2010,U.S. Sen. Kay Bailey Hutchison “voted to continue Roe v. Wade.”,1
January 27 2010,U.S. Sen. Kay Bailey Hutchison “has voted nine separate times to raise the national debt ceiling.”,0
January 22 2010,"""We lowered the business tax from 4 percent down to 1 percent.""",2
January 18 2010,"""The Trans-Texas Corridor is dead.""",1
January 15 2010,Says Kay Bailey Hutchison voted for sanctuary cities.,4
January 13 2010,"""Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.""",5
January 13 2010,"""More than 1,000 people ... move to Texas every day.""",1
January 12 2010,Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,4
