date,text,verdict
April 13 2017,"""Wisconsin’s economy is in the best shape it’s been since 2000."" ",2
January 13 2017,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",0
January 6 2017,"""We don't get any of that information"" from the federal government on who refugees are, where they come from and how long they are likely to stay.",3
July 20 2016,"""For decades, the state’s gas tax has been among the highest in the nation.""",0
June 27 2016,"""Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.""",1
June 14 2016,On his support for Donald Trump.,2
June 9 2016,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",0
June 3 2016,"The University of Wisconsin System had a ""jobs-for-life tenure program"" for professors.",2
May 25 2016,"""The University of Wisconsin System budget is the biggest it has ever been."" ",1
May 13 2016,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",5
January 22 2016,"""According to the most recent report, Wisconsin’s high school graduation rates are also up again -- to third best in the country."" ",1
December 23 2015,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years."" ",0
December 7 2015,"""From 2010-2014, median household income"" in Wisconsin ""has actually gone up 7.4 percent."" ",3
November 6 2015,"Wisconsin’s Government Accountability Board ""ignored their duties and did not regularly audit"" voters to remove felons ""for a span of 16 elections.",2
October 16 2015,"Wisconsin’s Government Accountability Board ""wanted to consider Mickey Mouse and Adolf Hitler as valid signatures on recall petitions.""",4
October 7 2015,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person.""",1
October 2 2015,"Israel has seen a ""90 percent reduction in terrorist attacks"" that it attributes to building a 500-mile fence.",2
September 28 2015,"Obamacare doesn’t require members of Congress ""to abide by the same rules that all of the other Americans do.""",4
September 21 2015,"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change."" ",2
September 17 2015,"Says he will pursue change in federal law to protect employees from ""extortion from a union"" because ""the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions."" ",3
September 13 2015,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",0
September 2 2015,"Says he ""turned down a Medicaid expansion under Obamacare,"" but because of actions he took, for the first time in Wisconsin's history ""everyone living in poverty is covered under Medicaid.""",1
August 28 2015,"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state."" ",0
August 21 2015,"""The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.""",1
August 14 2015,"Wisconsin's pension system is the ""only one fully funded in the country.""",1
August 7 2015,"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office.""",0
August 5 2015,"""Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.""",2
July 31 2015,"""Our last budget committed the highest level of need-based financial aid in state history.""",1
July 30 2015,"Says his political opponents ""brought 100,000 protesters into our state.""",4
July 27 2015,"Says under his leadership ""Wisconsin median household income"" is up 2.7%, while it is down 1.3% nationally under President Obama.",3
July 22 2015,"If women seeking an abortion see their ultrasound, ""the odds are pretty high they're going to keep the baby.""",3
July 15 2015,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.""",1
June 29 2015,"Says ""Hillary Clinton's rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans."" ",1
June 25 2015,"Says Barack Obama told the U.S. Coast Guard Academy ""that the number one threat to the military and the world today is global warming.""",3
June 23 2015,"""Nationally, the unemployment rate for veterans is far greater than the national unemployment rate,"" and Wisconsin is ""one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally."" ",2
June 22 2015,"My support from young voters -- those 18 to 24 --  in November 2014 was ""largely unheard of for a Republican.""",2
June 19 2015,On timing of announcement for president.,4
June 12 2015,"Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin ""are now second-best in the country for states where more than half the kids take the exam.""",3
May 26 2015,"""For our next two years in my state, we will end with a structural surplus of $499 million.""",1
May 19 2015,"Says Thomas Jefferson said ""that government is best which governs least.""",4
May 13 2015,"Says that as president, Barack Obama has not gone to the Texas-Mexico border ",4
May 4 2015,"Says the recall elections that aimed to remove him and other Republican officials from office ""cost tens of millions of dollars to run.""",3
April 29 2015,"Minnesota’s ""advantage"" in economic growth has been having ""Republicans in charge of at least one part of government"" for all but two years, while Wisconsin Democrats ""for many years"" before 2011 controlled both legislative chambers and the governorship. ",4
April 23 2015,"""Americans will spend more on taxes in 2015 than on food, clothing and housing combined.""",2
April 13 2015,"Says Bill Clinton signed a law ""very similar to,"" and Barack Obama voted for a law ""something like,"" Indiana's Religious Freedom Restoration Act.   ",2
April 7 2015,"Under Barack Obama, ""the average cost of family health care premiums has increased by $4,154."" ",3
April 3 2015,"Says he ""paid one dollar for"" a sweater at Kohl’s.",0
March 13 2015,On support for ethanol mandates,2
March 12 2015,"""I unsealed my records"" at Marquette University. ",4
March 9 2015,"The University of Wisconsin System ""will be much more affordable than just about any other campus in America"" because ""going forward we have a cap on it tied to inflation.""",4
March 6 2015,On the status of illegal immigrants,4
March 4 2015,"More than any Republican governor in the 2014 elections, ""I took a higher percentage of the Republican vote""and ""yet I also carried independents by 12 points."" ",1
March 2 2015,"Six of the nation’s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area."" ",0
February 23 2015,On supporting right to work legislation in 2015,4
February 16 2015,"The woman named Wisconsin’s 2010 ""outstanding teacher of the year"" was laid off by the Milwaukee Public Schools that year under ""seniority and tenure rules"" that were eliminated by his Act 10 changes.",2
February 13 2015,On counting state budget shortfalls,4
February 10 2015,"Borrowing in my 2015-’17 state budget is less than half that in my  predecessor’s last budget and ""the lowest it has been in a decade.""",1
February 6 2015,"Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin System's mission statement were the result of a ""drafting error.""",5
February 4 2015,On the status of illegal immigrants ,2
January 30 2015,"Wisconsin requires, ""by law, a photo ID to vote.""",2
January 28 2015,"""Documents released from the Soviet Union"" show ""the Soviet Union started treating"" President Ronald Reagan more seriously after Reagan fired the air traffic controllers.",5
January 16 2015,On Common Core education standards,2
January 9 2015,"""The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.""",3
December 18 2014,"""My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.""",0
November 24 2014,"In ""the past four or five"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees.""",3
November 12 2014,"""The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldn't even (increase) the vote there.""",0
October 31 2014,"The gender gap in his support is ""not unique to me"" and ""there’s not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections"" in recent years.",1
October 30 2014,"Says his promise of 250,000 new private sector jobs was a ""big goal.""",1
October 29 2014,"Figures for September 2014’s job growth in Wisconsin mark the ""largest private-sector job creation we've had in the month of September in more than a decade""",1
October 27 2014,"""My opponent supported policies that increased tuition by 18 percent.""",4
October 23 2014,"The projected $1.8 billion state budget shortfall for 2015-’17 ""actually comes from an assumption based on zero growth. That just doesn’t happen.""",3
October 22 2014,"""The next state budget will begin with a surplus of over half a billion dollars -- $535 million to be exact.""",4
October 17 2014,"""More than 70,000"" job openings are listed on a state jobs website. ",1
October 9 2014,"""In the last year, Wisconsin ranked third in Midwest job growth.""",4
September 26 2014,"""Thanks to our reforms, the average family will have an extra $322 to spend.""",1
September 23 2014,"Says opponent Mary Burke says she ""supports Obamacare unequivocally and wants to expand it.""",2
September 17 2014,"Since I took office, ""Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.""",0
September 10 2014,"Says Mary Burke’s Madison school district ""will be the only school district left in the state"" to ""ignore the (Act 10) law"" in the 2015-16 school year.",1
August 31 2014,"In the latest jobs numbers Wisconsin ""ranked third in the Midwest.""",1
August 24 2014,"Says he ""invested over $100 million in worker training.""",1
August 20 2014,"Says his ""Act 10 reforms"" have ""saved the taxpayers some $3 billion.""",1
August 14 2014,"""Wisconsin is #1 in the Midwest for personal income growth over the year."" ",0
August 4 2014,"""Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.""",5
July 31 2014,"Mary Burke ""wasted 12.5 million dollars on a vacant lot"" in a move that ""could cost taxpayers nearly $25 million.""",4
July 28 2014,"""(Mary) Burke’s company,"" Trek Bicycles, ""makes 99% of their bikes overseas.""",1
July 10 2014,"""As Jim Doyle’s Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin"" and had laid off 800 workers.",1
July 9 2014,"""We in this state saw more job creation in the last three years since I've been governor than you saw in the whole eight years of Doyle’s time as governor.""",1
June 26 2014,"""When Jim Doyle was governor and Mary Burke was commerce secretary,"" Wisconsin saw ""billions in middle-class tax hikes on nursing home beds, gas, phones and garbage."" ",4
June 20 2014,"Says the secret John Doe criminal investigation of his campaign has been ""resolved"" and two judges have said it is ""over.""",4
June 12 2014,"Under Wisconsin law, ""anyone who knows anything about a John Doe"" secret criminal investigation ""can't talk about it.""",2
June 8 2014,"""Graduation and third-grade reading scores are up in the state since I took office.""",1
May 7 2014,"Under his leadership, more people in Wisconsin ""have access to health care.""",2
April 27 2014,"""In 2013 we had the largest, the best, private sector job growth we’ve had in this state since the 1990s.""",1
April 6 2014,"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",4
March 12 2014,"""Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion"" in tax relief.",0
February 28 2014,"""Federal government reneging"" on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-’15 state budget.",4
January 23 2014,"""With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.""",1
January 23 2014,"""After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System."" ",1
January 13 2014,"""Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.""",4
December 23 2013,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were ""beating on the windows and rocking the vehicle."" When the car was ""extricated"" from the crowd, a truck blocked a second exit.  ",4
December 11 2013,"""We are experiencing the worst economic recovery America has ever had.""",4
December 9 2013,"Even after collective bargaining reforms, most Wisconsin public employees ""are still paying about 12 to 13 percent"" of their health insurance premiums, while most state residents who work in the private sector ""pay 20 to 25 percent."" ",1
November 15 2013,"""The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.""",2
November 14 2013,"""During my eight years as county executive, we cut the number of county workers by 20 percent.""",0
November 13 2013,"""The national debt is on track to double during Obama’s presidency."" ",1
November 7 2013,"With a bill bringing $100 million in property tax relief, ""the typical Wisconsin homeowner will save approximately $680 over four years.""",5
November 1 2013,"""Wisconsin ranks No. 2 in economic growth"", according to the Federal Reserve Bank of Philadelphia.",3
September 18 2013,"Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""",3
August 29 2013,"In the Wisconsin health insurance exchange, ""the Society of Actuaries points out that there'll be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.""",2
August 19 2013,"Says that in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.""",4
August 13 2013,"Says President Franklin Delano Roosevelt ""felt there wasn’t a need in the public sector to have collective bargaining because the government is the people.""",0
July 21 2013,"""We’re importing about 10 percent of our milk supply. We’re America’s Dairyland, but yet we don’t have enough milk in this state to meet the demand for our cheesemakers.""",1
June 16 2013,"Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""",3
June 9 2013,"""Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.""",2
May 6 2013,"""Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle.""",4
April 7 2013,"Says that even if his budget is adopted, private schools in the choice program would be getting about half the per-pupil funds that public schools receive",2
March 25 2013,"""Under my predecessor, they cut funding for education, but they didn't give them anything in return to make up for that,"" leading to ""less money"" for school districts  ",2
March 8 2013,"""In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.""",1
March 4 2013,"Two-thirds of Wisconsinites receiving unemployment checks ""are not required to search for work due to current work search exemptions.""",1
January 28 2013,"""We just had someone last week in Neenah near a school kill someone with a bow and arrow.""",5
January 21 2013,"""Nearly a quarter of all adults in this state have some college credit without a degree."" ",1
January 20 2013,"""Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think it's just the wealthy. It's not.""",2
January 19 2013,"Kohl’s Department Stores in 2012 ""announced the creation of 3,000 new jobs.""",2
January 6 2013,"""Our pension system is the only one in the country that’s 100 percent funded.""",0
December 16 2012,"Wisconsin has created ""just under 100,000"" jobs since he took office. ",5
December 2 2012,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain ",3
August 29 2012,"""Last month, 44 of the 50 states saw an increase in the unemployment rate.""",2
July 29 2012,"A study showed that President Barack Obama’s health-care reforms will ""devastate Wisconsin"" by pushing people off employer-sponsored insurance, driving up premiums, increasing dependency and making 122,000 people ineligible for Medicaid.",4
June 13 2012,"""Overwhelming Democrat and Republican votes"" in 2011 for legislation in two special sessions on jobs demonstrated the bipartisan nature of the Wisconsin Legislature.",3
June 1 2012,"The federal government ""reviewed and verified"" his administration’s numbers showing Wisconsin added 23,608 jobs in 2011.",2
June 1 2012,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",2
June 1 2012,"""We’ve seen property taxes go down for the first time in 12 years on a median valued home.""",1
May 31 2012,"Thanks to our policies, ""for the first time in state history, we have put millions of dollars into our rainy day fund in consecutive years.""",2
May 24 2012,"Says new figures he released showing Wisconsin job gains for 2011 are ""the final job numbers.""",4
May 24 2012,"Since Scott Walker took office as governor in January 2011, there has been an increase of 33,200 jobs in Wisconsin.",3
May 11 2012,"Says Democratic recall opponent Tom Barrett is campaigning on ""lifting property tax"" limits.",3
April 27 2012,"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, ""was kind of a gravy train"" for lawyers.",3
April 15 2012,"Says his sons were ""targeted"" on Facebook ""by out-of-state protesters.""",2
April 9 2012,"""We gave every public employee in the state the freedom to choose whether or not they want to be in a union.""",4
March 11 2012,"Says 94 percent of Wisconsin employers think the state ""is heading in the right direction"" and a majority say they will ""grow their companies in 2012.""",2
March 5 2012,"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",0
February 17 2012,"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.",5
January 29 2012,"""We wiped out a $3.6 billion deficit without raising taxes.""",2
January 25 2012,"Says Wisconsin Democrats during the previous administration adopted ""double-digit tax increases.""",1
January 12 2012,On the accuracy of state jobs numbers.,4
December 8 2011,"Says recall organizers ""started their website last November"" and began work on their effort before he even took office.",4
December 4 2011,"The St. Norbert College/Wisconsin Public Radio poll has ""been wrong in almost every election.""",4
November 27 2011,"""The overwhelming number"" of school districts reported their staff stayed the same or grew after the 2011-’13 state budget ",4
October 26 2011,"""The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.""",4
October 13 2011,"Says he never called teachers ""thugs"" and has said nothing but ""great things"" about them during the fight over his curbs on unions",2
September 22 2011,"""Wisconsin is broke,"" and ""state government is $3 billion in debt.""",5
September 16 2011,"""I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.""",3
September 4 2011,"A new college tuition reciprocity agreement with Minnesota ""makes college education more affordable for Wisconsin residents.""",5
July 18 2011,"""Under our (2011-’13) budget, the average (Wisconsin) property taxpayer will save $700.""",4
July 10 2011,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,4
July 7 2011,On repeal of Wisconsin's smoking ban,4
July 3 2011,"Two years ago we had ""the largest structural deficit ever in Wisconsin.""",4
June 24 2011,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program ,2
May 8 2011,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to ""participate in union activities such as collective bargaining.""",0
April 13 2011,On federal stimulus money for expanding rail service.,0
March 8 2011,"Wisconsin state and local government workers pay ""$500, $600 or in some cases, $1,000"" per year in union dues.",1
March 3 2011,"""We've seen local union after local union rush to their school boards, their city councils, their technical school boards and rush through contracts in the past two weeks that had no contributions to the pension and no contribution to health care.""",3
March 3 2011,"""We’re broke. We don’t have any more money.""",4
March 2 2011,"""Most federal employees do not have collective bargaining for benefits, nor for pay.""",0
February 25 2011,"If public employees don’t pay more for benefits starting April 1, 2011, ""the equivalent"" is 1,500 state employee layoffs by June 30, 2011 and 10,000 to 12,000 state and local government employee layoffs in the next two years.",1
February 24 2011,"""The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things I’ve said publicly all along"" about the Wisconsin budget debate.",4
February 23 2011,"When it comes to protesters in Madison, ""almost all"" are now from outside of Wisconsin.",4
February 23 2011,"In 2009, Democratic Wisconsin state senators ""rammed through a billion-dollar tax hike in 24 hours with no public input.""",0
February 22 2011,"""I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.""",4
February 18 2011,"Says under his budget-repair bill, ""collective bargaining is fully intact.""",5
February 15 2011,"""The alternative"" to higher state worker pension and health care payments ""is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.""",4
February 8 2011,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,0
February 2 2011,Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.,4
January 18 2011,"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",4
January 7 2011,The state is able to sharply curtail contract bargaining rights for state employee unions.,1
December 10 2010,"Eliminating the state tax on health savings accounts will ""make it easier for small business owners to provide health insurance to their employees.""",3
November 30 2010,"""The Madison-Milwaukee (high-speed) train line is dead.""",4
November 9 2010,On toll roads.,2
October 26 2010,"""In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.""",3
October 24 2010,"Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result ""the deer population has dwindled.""",3
October 21 2010,"""Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.""",4
October 6 2010,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.""",0
October 1 2010,"As Milwaukee County executive, Scott Walker ""eliminated the waiting list for long-term care for older adults through the Family Care program.""",3
September 24 2010,"""Our county now has the fastest growing airport in America, attracting nearly 1,000 new private sector jobs.""",2
September 19 2010,"""Wisconsin is one of the highest taxed states in the nation.""",2
September 9 2010,Says Mark Neumann = Nancy Pelosi,4
September 3 2010,"""Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.""",3
